interaction.id,input,output
706786,706698,706706
718565,718408,718410
725522,725477,725506
731703,731685,731311
717440,716123,716124
717440,715670,716123
701177,701059,701117
701177,701117,701116
739664,739618,739599
727582,727448,727532
717567,715256,716606
717567,716606,716500
738826,738796,738766
706781,706707,706665
706781,706706,706665
706781,706698,706707
706781,706698,706706
718548,718447,718499
736600,736534,736535
733196,733142,733080
710538,710478,710469
710538,710521,710478
708376,708352,708295
708376,708295,708290
712188,712059,712058
712188,711946,712059
711164,710900,710903
711164,710979,710900
732232,732012,732016
727416,727231,727231
703025,702931,702910
703025,702778,702931
732482,732460,732385
707977,707949,707926
707977,707950,707926
707977,707917,707949
707977,707917,707950
732237,732004,731982
726189,726092,726176
728200,728107,728146
730082,729978,730052
727141,727046,727094
722740,722545,722546
717280,715231,716479
717280,716479,716534
738438,738402,738397
735011,734787,734959
703893,703796,703791
703893,703782,703796
703687,703650,703656
703687,703555,703650
731081,730862,730907
701152,701086,701100
701152,701077,701086
701152,701077,701096
701152,701096,701100
728032,727982,727993
730509,730421,730474
721306,720949,720935
707987,707942,707949
707987,707942,707950
707987,707949,707926
707987,707950,707926
709029,708977,708909
709029,708909,708902
720539,720487,720355
734015,733892,733898
710570,710550,710551
710570,710552,710550
705203,705168,705170
705203,705096,705168
710579,710546,710550
710579,710552,710546
710574,710550,710551
710574,710552,710550
726378,726335,726313
734782,734645,734530
729737,729684,729683
731052,730897,730875
724727,724668,724662
709925,709818,709888
709925,709888,709912
738431,738347,738351
731122,730982,730997
720258,720078,720058
707213,707094,707097
707213,706946,707094
701656,701495,701494
701656,701406,701495
721199,721097,721077
732886,732845,732846
706337,706280,706269
706337,706143,706280
726374,726255,726333
735309,735248,735243
706339,706280,706269
706339,706143,706280
740912,740887,740892
705923,705840,705826
705923,705826,705895
724290,724038,724042
730074,730003,730062
717507,715956,715957
717507,715468,715956
724710,724657,724656
701783,701751,701744
701783,701688,701751
717578,715045,715995
717578,715995,716015
703047,702799,702921
703047,702921,702929
718911,718823,718829
717580,715995,715996
717580,715058,715995
722751,722681,722664
703039,702896,702897
703039,702778,702896
711867,711708,711753
711867,711753,711749
727856,727642,727683
720530,720364,720362
729730,729655,729677
722706,722681,722589
701784,701696,701709
701784,701709,701708
709790,709769,709741
709790,709754,709769
727105,727046,727094
731696,731676,731302
705924,705897,705896
705924,705849,705897
736716,736679,736680
709193,708952,708931
709193,708931,708950
723104,723042,722981
722688,722594,722533
722944,722922,722919
710861,710708,710769
710861,710779,710708
718567,718378,718382
717603,714649,716658
717603,716658,716049
738097,737737,737869
730497,730440,730474
717635,716798,716794
717635,716790,716798
728711,728633,728641
717386,715524,716082
717386,716082,716083
724868,724823,724789
720314,720126,720032
707361,707316,707315
707361,707324,707316
732505,732401,732384
732479,732273,732380
708273,708209,708205
708273,708173,708209
728721,728669,728634
731057,730961,730962
707986,707914,707949
707986,707914,707950
707986,707949,707926
707986,707950,707926
722760,722648,722681
728543,728372,728384
730281,730231,730128
717095,716421,716422
717095,714897,716421
701564,701373,701472
701564,701472,701471
737476,737302,737290
701797,701731,701732
701797,701719,701731
731252,731191,731209
717522,714597,716448
717522,716448,716455
737991,737989,737989
708284,708236,708217
708284,708168,708236
731065,730834,730973
720322,719895,719920
717170,716277,716278
717170,715001,716277
703377,703329,703328
703377,703254,703329
706500,706362,706361
706500,706406,706362
718531,718325,718426
709124,708920,708919
709124,708884,708920
707378,707308,707307
707378,707339,707308
733431,733421,733402
717470,717453,716156
717470,715712,717453
739651,739558,739628
717167,716786,716785
717167,714665,716786
709071,708930,708911
709071,708878,708930
721330,720923,721166
723345,723319,723311
700197,700120,700126
700197,700085,700120
729500,729321,729316
727113,727035,727094
717434,716116,716117
717434,715671,716116
728826,728725,728728
722964,722827,722814
732192,731950,731959
733438,733407,733401
721181,721135,721120
724257,724086,724115
722752,722681,722664
729758,729604,729599
729497,729323,729315
720190,719934,719912
729762,729648,729639
726366,726259,726352
700770,700733,700719
700770,700658,700733
702268,702229,702227
702268,702156,702229
708995,708904,708903
708995,708879,708904
738446,738367,738365
708010,707931,707932
708010,707944,707931
708010,707944,707933
708010,707933,707932
736607,736446,736450
725572,725395,725381
723413,723359,723407
712140,711893,712090
712140,711946,711893
708568,708504,708395
708568,708437,708504
730094,730014,730047
730484,730374,730411
720273,720057,719883
718577,718387,718386
703696,703573,703637
703696,703637,703644
726631,726415,726579
706843,706707,706665
706843,706706,706665
706843,706698,706707
706843,706698,706706
718902,718821,718833
708570,708504,708518
708570,708454,708504
705574,705521,705544
705574,705544,705545
739672,739589,739578
727138,727046,727094
727099,727008,727094
728525,728447,728448
727341,727284,727286
726925,726709,726902
708267,708151,708201
708267,708201,708202
731110,730975,730948
709024,708909,708902
709024,708947,708909
721309,720948,720934
728158,728064,728059
726964,726710,726703
703032,702929,702899
703032,702786,702929
722423,721928,721954
701243,701059,701086
701243,701059,701096
701243,701086,701100
701243,701096,701100
703877,703796,703791
703877,703741,703796
728172,728081,728064
733449,733418,733415
722412,721965,722307
736006,735970,735971
733450,733418,733413
710531,710478,710473
710531,710499,710478
704670,704412,704428
704670,704412,704414
704670,704485,704412
706713,706669,706665
706713,706665,706658
717281,716474,716531
717281,715231,716474
720331,720044,720042
705721,705699,705700
705721,705688,705699
703535,703445,703440
703535,703465,703445
725242,725205,725074
706099,705998,706030
706099,705998,706029
706099,706030,706035
706099,706029,706035
729728,729652,729677
739039,738943,738884
710681,710637,710614
710681,710666,710637
710274,710232,710229
710274,710232,710230
710274,710241,710232
710274,710241,710231
710274,710231,710229
710274,710231,710230
706321,706268,706289
706321,706197,706268
735897,735843,735875
709412,709368,709367
709412,709378,709368
722694,722563,722619
728542,728373,728372
731038,730897,730921
729901,729876,729877
728040,727882,727882
708850,708821,708825
708850,708769,708821
710836,710708,710769
710836,710750,710708
720850,720678,720697
706758,706707,706665
706758,706706,706665
706758,706698,706707
706758,706698,706706
729780,729712,729632
719482,719474,719471
709023,708920,708919
709023,708884,708920
737500,737460,737441
710275,710246,710269
710275,710269,710237
727852,727784,727791
728155,728064,728070
706811,706707,706665
706811,706706,706665
706811,706698,706707
706811,706698,706706
736385,736271,736337
730298,730232,730119
706815,706707,706665
706815,706706,706665
706815,706698,706707
706815,706698,706706
728844,728774,728728
734774,734502,734501
723781,723537,723512
704679,704454,704456
704679,704524,704454
720229,719910,719904
708563,708504,708396
708563,708450,708504
719513,719474,719461
709938,709877,709887
709938,709887,709906
730273,730132,730211
717643,714520,716814
717643,716814,716839
738079,737703,737904
702292,702235,702237
702292,702158,702235
704052,703987,704011
704052,704011,704012
728939,728858,728887
716981,715870,716492
716981,716492,716580
718737,718651,718659
706092,705976,706041
706092,706041,706030
706092,706041,706043
720304,720164,719882
708999,708920,708919
708999,708884,708920
728932,728858,728860
730803,730788,730793
725564,725320,725299
720333,720044,720127
728167,728097,728095
732504,732413,732401
724506,724350,724352
704680,704422,704423
704680,704532,704422
707235,707077,707133
707235,707133,707132
717583,716007,716006
717583,715066,716007
708741,708718,708731
708741,708731,708688
731020,730837,730834
739655,739593,739641
705820,705756,705805
705820,705805,705811
707206,707150,707148
707206,706984,707150
709171,708927,708932
709171,708935,708927
719522,719474,719443
739018,738999,738989
726182,726178,726063
700922,700898,700905
700922,700898,700870
700922,700819,700898
721178,721138,721122
717365,716050,715947
717365,715305,716050
701574,701451,701476
701574,701476,701475
726637,726432,726485
738129,737856,737845
723123,723042,723003
704176,704121,704172
704176,704172,704173
739024,738927,739013
709328,709313,709314
709328,709309,709313
705065,704956,704955
705065,704919,704956
710588,710550,710551
710588,710552,710550
738006,737621,737620
703155,703112,703138
703155,703122,703112
735769,735661,735734
710103,710053,710052
710103,710028,710053
710103,710028,710051
710103,710051,710052
709013,708903,708901
709013,708973,708903
708546,708412,708410
708546,708425,708412
701365,701300,701313
701365,701313,701312
706488,706358,706354
706488,706395,706358
727326,727285,727286
736568,736413,736417
709316,709295,709298
709316,709298,709289
739808,739799,739795
717203,714954,716304
717203,716304,716275
704029,703912,703913
704029,703913,703914
717100,715892,716688
717100,716688,716637
705716,705703,705704
705716,705684,705703
711262,711212,711213
711262,711211,711212
726228,726061,726128
728940,728854,728853
710434,710406,710408
710434,710353,710406
716969,716677,716784
716969,716784,716841
708866,708798,708821
708866,708821,708812
725725,725701,725696
732240,731945,731941
725720,725696,725661
707891,707830,707839
707891,707770,707830
712114,711946,711933
712114,711933,711928
724514,724373,724385
739950,739849,739842
738859,738712,738791
727339,727249,727250
706725,706707,706665
706725,706706,706665
706725,706698,706707
706725,706698,706706
739675,739556,739577
726976,726703,726898
723109,723042,723017
702304,702151,702233
702304,702233,702236
725539,725438,725470
727559,727498,727532
720564,720357,720362
717496,716547,716643
717496,715749,716547
709420,709389,709358
709420,709379,709389
705722,705699,705700
705722,705684,705699
731276,731194,731175
704081,703955,704022
704081,704022,704008
735557,735476,735527
701918,701872,701852
701918,701818,701872
709781,709672,709705
709781,709705,709704
709342,709289,709288
709342,709281,709289
718883,718846,718837
729521,729301,729300
703363,703306,703305
703363,703210,703306
732724,732600,732588
727622,727533,727519
703532,703443,703440
703532,703459,703443
701279,701118,701085
701279,701085,701086
717054,714857,716663
717054,716663,715962
718726,718699,718700
710455,710379,710427
710455,710427,710419
724265,724137,724070
717039,716005,716780
717039,716779,716005
712147,712031,712097
712147,712097,712092
727131,727044,727094
721170,721160,721124
709430,709392,709393
709430,709356,709392
727396,727178,727323
727396,727257,727178
727396,727257,727179
727396,727179,727323
726381,726341,726284
727159,727053,727060
721218,721072,721166
732870,732819,732815
732707,732649,732684
703884,703736,703735
703884,703751,703736
738592,738469,738491
720507,720440,720364
726969,726824,726822
739801,739735,739719
704181,704140,704151
704181,704151,704152
701653,701495,701494
701653,701372,701495
728587,728480,728421
720847,720715,720697
731279,731210,731234
706807,706705,706664
720526,720364,720422
723091,723042,723032
721267,720987,721166
703419,703289,703337
703419,703337,703315
707737,707709,707712
707737,707697,707712
707737,707648,707709
707737,707648,707697
701225,701086,701101
701225,701097,701101
701225,701077,701086
701225,701077,701097
706317,706268,706265
706317,706168,706268
729143,728982,729005
717556,714953,712810
717556,712810,716620
704669,704413,704412
704669,704484,704413
704669,704484,704427
704669,704427,704412
738863,738713,738738
722409,722370,722319
739388,739371,739367
732880,732802,732738
733429,733417,733411
733433,733412,733402
730828,730710,730777
732723,732655,732578
720242,719890,719887
719495,719474,719413
738288,738241,738247
709112,708902,708925
709112,708973,708902
706509,706378,706381
706509,706378,706364
706509,706447,706378
706509,706447,706365
706509,706365,706381
706509,706365,706364
728516,728424,728453
711690,711626,711628
711690,711629,711626
720220,720126,720158
709335,709298,709312
709335,709311,709298
727385,727259,727259
733169,733166,733140
708538,708377,708404
708538,708404,708400
710584,710546,710550
710584,710552,710546
707911,707878,707848
707911,707848,707873
729493,729427,729318
721188,721114,721082
720237,719893,719889
738122,737698,737703
730490,730344,730344
717412,715598,716581
717412,716581,716582
700917,700905,700904
700917,700818,700905
740651,740588,740588
738876,738797,738805
733395,733345,733336
709777,709657,709720
709777,709720,709721
703718,703650,703660
703718,703569,703650
720876,720775,720582
727330,727283,727266
709006,708884,708898
709006,708898,708896
735311,735199,735242
730502,730431,730395
701636,701375,701466
701636,701466,701463
717307,715034,716672
717307,716672,715952
704090,703955,704022
704090,704022,704008
721342,720914,721166
720554,720407,720443
727404,727243,727244
727404,727243,727246
727404,727244,727323
727404,727246,727323
717093,716420,716419
717093,714855,716420
701883,701829,701874
701883,701810,701829
700912,700882,700870
700912,700882,700883
700912,700786,700882
728684,728594,728596
717352,716204,716205
717352,715269,716204
703040,702901,702910
703040,702636,702901
725988,725878,725844
731107,730865,730975
720498,720441,720487
700191,700063,700167
700191,700167,700130
728706,728634,728635
703385,703255,703332
703385,703332,703308
717064,716520,716523
717064,714864,716520
709119,708878,708903
709119,708903,708901
704674,704437,704415
704674,704504,704437
729912,729868,729846
703538,703474,703467
703538,703467,703438
728851,728773,728728
726942,726872,726891
727150,727053,727072
709085,708927,708926
709085,708973,708927
722717,722681,722534
709456,709374,709359
709456,709382,709374
739543,739431,739475
736236,736130,736119
726388,726289,726285
735774,735747,735675
726385,726346,726345
709788,709696,709713
709788,709713,709714
726930,726750,726698
706747,706676,706665
706747,706665,706661
705068,704914,704972
705068,704972,704974
706834,706707,706665
706834,706706,706665
706834,706698,706707
706834,706698,706706
705071,704920,704970
705071,704970,704965
725228,725066,725070
702266,702229,702227
702266,702156,702229
717085,716845,716851
717085,716851,716846
718570,718384,718519
703403,703340,703339
703403,703246,703340
728175,728080,728064
720186,720011,719950
701602,701487,701489
701602,701406,701487
722718,722616,722531
707388,707315,707314
707388,707325,707315
738846,738752,738799
700765,700714,700731
700765,700648,700714
704692,704573,704414
704692,704414,704472
735197,735182,735180
709144,708893,708907
709144,708907,708908
720261,720075,720055
724284,724030,724032
701343,701300,701329
701343,701329,701328
726939,726804,726749
717476,716162,716158
717476,715728,716162
733060,732947,732983
717087,716849,716438
717087,714887,716849
736246,736160,736161
732521,732443,732429
703689,703567,703631
703689,703631,703635
717395,716090,716091
717395,715547,716090
720216,720119,720126
709445,709385,709386
709445,709378,709385
707955,707942,707949
707955,707942,707950
707955,707949,707926
707955,707950,707926
701888,701812,701841
701888,701841,701847
729941,729871,729895
705432,705359,705358
705432,705296,705359
709330,709313,709298
709330,709310,709313
709427,709381,709374
709427,709374,709359
707184,706947,707096
707184,707096,707097
709083,708918,708920
709083,708975,708918
708026,707931,707932
708026,707935,707931
708026,707935,707933
708026,707933,707932
731707,731309,731311
704054,703955,704011
704054,704011,704012
725227,725196,725209
707396,707308,707307
707396,707339,707308
731129,730865,730925
732712,732677,732672
701604,701379,701486
701604,701486,701488
738193,737714,737762
701609,701384,701487
701609,701487,701489
712493,712432,712413
712493,712393,712432
728566,728385,728421
717048,716038,716631
717048,715832,716038
733852,733736,733737
717181,715010,716285
717181,716285,716286
724863,724842,724823
700600,700495,700535
700600,700535,700545
703710,703646,703659
703710,703608,703646
717673,716879,715954
717673,716879,716877
717673,714477,716879
740329,740299,740300
736575,736455,736446
739111,739074,739070
705013,704967,704849
705013,704850,704967
701646,701451,701482
701646,701482,701484
729506,729300,729420
724860,724845,724831
727566,727492,727449
738847,738771,738773
701371,701310,701315
701371,701311,701315
701371,701308,701310
701371,701308,701311
702243,702106,702105
702243,702150,702106
727410,727249,727250
708874,708827,708822
708874,708810,708827
734190,734086,734079
740791,740729,740764
705556,705548,705536
705556,705489,705548
700602,700545,700544
700602,700518,700545
709337,709295,709298
709337,709298,709289
708545,708504,708407
708545,708426,708504
727578,727519,727521
720240,719891,719890
727422,727200,727231
727580,727443,727443
725552,725423,725428
702997,702943,702887
702997,702686,702943
725274,725146,725150
738095,737737,737937
717345,716194,716195
717345,715416,716194
704068,703975,704009
704068,704009,704007
727329,727284,727321
706515,706368,706425
706515,706413,706368
731261,731228,731223
723112,723042,722986
702251,702156,702073
702251,702073,702235
729905,729835,729836
705052,704978,704980
705052,704877,704978
718736,718651,718660
727406,727241,727242
726608,726548,726557
726394,726259,726334
731102,730865,730981
730263,730119,730151
705209,705145,705156
705209,705107,705145
726203,726007,726006
718601,718326,718407
731866,731842,731846
717622,716688,713431
717622,714013,716688
717622,714013,716006
717622,716006,713431
732209,732069,732017
727426,727190,727190
738120,737768,737989
725521,725488,725332
707956,707942,707949
707956,707942,707950
707956,707949,707926
707956,707950,707926
701807,701775,701774
701807,701759,701775
717444,716123,716126
717444,715688,716123
700778,700697,700718
700778,700718,700751
726211,726066,726165
728943,728860,728861
721667,721563,721597
717128,716833,716572
717128,714937,716833
717128,714937,716229
717128,716229,716572
734775,734501,734506
738086,737675,737925
733032,732990,732959
727427,727187,727187
702248,702106,702222
702248,702106,702109
702248,702150,702106
717441,715688,716124
717441,716124,716125
722743,722681,722659
705651,705585,705617
705651,705617,705630
707231,707077,707133
707231,707133,707132
729555,729422,729464
729555,729439,729464
729555,729323,729422
729555,729323,729439
701508,701374,701466
701508,701466,701463
709166,708949,708922
709166,708922,708931
717008,716745,716747
717008,716738,716745
730501,730474,730431
709446,709377,709386
709446,709386,709387
740798,740764,740730
708250,708192,708191
708250,708078,708192
712186,712073,712069
712186,711946,712073
739822,739799,739720
717336,716050,716193
717336,715402,716050
706112,706066,706047
706112,706047,706048
727123,727046,727094
726365,726259,726284
726620,726579,726499
704708,704524,704636
704708,704636,704638
738558,738528,738551
729473,729303,729464
724282,724030,724031
711669,711600,711601
711669,711515,711600
706710,706661,706660
706710,706668,706661
731255,731147,731209
728931,728858,728859
720249,719887,720033
728210,728088,728102
739544,739410,739446
725810,725804,725733
708569,708445,708509
708569,708509,708453
716980,714740,716492
716980,716492,716579
731030,730926,730901
735787,735734,735677
703087,702749,702942
703087,702942,702934
702308,702075,702080
702308,702174,702075
725239,725051,725142
702270,702074,702075
702270,702156,702074
703420,703313,703312
703420,703278,703313
706745,706675,706663
738171,737932,737937
701909,701820,701856
701909,701856,701857
721660,721538,721578
718879,718798,718799
729738,729697,729696
721312,720929,721166
709182,708939,708895
709182,708895,708934
711871,711719,711835
711871,711835,711830
717592,716556,715960
717592,715791,716556
701201,701059,701107
701201,701107,701106
716989,714750,716363
716989,716363,716024
700920,700898,700905
700920,700898,700870
700920,700819,700898
717030,716853,716043
717030,714794,716853
718560,718338,718343
737146,737042,737037
706784,706707,706665
706784,706706,706665
706784,706698,706707
706784,706698,706706
726191,726107,726084
727342,727295,727175
723475,723446,723465
707398,707306,707305
707398,707340,707306
709621,709499,709608
709621,709608,709613
716996,716604,716364
716996,714768,716604
704075,703987,704011
704075,704011,704012
725559,725351,725355
738127,737849,737845
717265,715233,716475
717265,716475,716046
717569,716613,716609
717569,714895,716613
723480,723419,723416
738163,737853,737885
724880,724764,724756
725246,725052,725042
723414,723363,723407
708247,708189,708193
708247,708066,708189
717483,715946,716165
717483,715736,715946
701588,701384,701482
701588,701482,701484
703151,703112,703138
703151,703130,703112
730290,730164,730196
732263,732040,732022
710429,710404,710427
710429,710343,710404
725561,725346,725341
730077,729957,730000
706763,706707,706665
706763,706706,706665
706763,706698,706707
706763,706698,706706
727814,727710,727735
705393,705228,705351
705393,705351,705353
720210,720068,720076
726957,726799,726904
701612,701405,701501
701612,701405,701487
701612,701501,701492
701612,701501,701464
701612,701487,701492
701612,701487,701464
706467,706348,706346
706467,706346,706427
739644,739611,739628
736948,736817,736818
717028,716488,715987
717028,715858,716488
712344,712257,712194
712344,712194,712226
708373,708291,708297
708373,708353,708291
708659,708619,708645
708659,708645,708606
710815,710702,710703
710815,710703,710701
729933,729892,729846
731022,730838,730834
706122,706032,706029
706122,706032,706031
706122,706081,706032
711878,711737,711736
711878,711784,711737
705658,705625,705624
705658,705602,705625
729731,729654,729655
739526,739415,739515
707178,706939,707091
707178,707091,707090
727156,727008,727094
721244,721036,721022
738062,737620,737676
725238,725082,725051
721261,721007,720968
734178,734036,734050
732523,732274,732380
727376,727170,727171
732499,732313,732331
728815,728810,728763
721220,721070,721166
701538,701466,701463
701538,701406,701466
704694,704415,704418
704694,704582,704415
709204,708881,708956
709204,708956,708958
737284,737237,737245
737284,737237,737238
737284,737245,737269
737284,737238,737269
726603,726527,726399
726232,726123,726016
732249,732180,731904
729535,729393,729388
705572,705484,705544
705572,705544,705545
725017,724943,724950
706840,706707,706665
706840,706706,706665
706840,706698,706707
706840,706698,706706
717199,716301,716302
717199,715020,716301
727573,727528,727529
729563,729320,729428
733039,732984,732985
740553,740536,740501
717450,716133,716134
717450,715676,716133
739044,738955,738900
730070,730003,730009
709107,708905,708904
709107,708884,708905
720206,719935,719945
712358,712199,712289
712358,712294,712199
720511,720439,720358
732864,732846,732856
717043,716564,716577
717043,714919,716564
723119,723042,723009
709177,708931,708930
709177,708887,708931
717021,716009,716397
717021,714782,716009
717078,716516,716662
717078,716002,716662
717078,714883,716516
717078,714883,716002
732204,732123,732015
709628,709537,709607
709628,709607,709613
729542,729315,729314
739945,739916,739911
709441,709390,709389
709441,709350,709390
705214,705145,705156
705214,705105,705145
717301,714954,715964
717301,715964,716314
737503,737441,737445
734003,733899,733905
735293,735199,735222
723770,723502,723498
723351,723332,723332
724913,724788,724787
736567,736412,736413
733531,733490,733500
731070,730861,730908
738447,738366,738365
706323,706206,706253
706323,706253,706269
727819,727752,727758
709170,708927,708926
709170,708879,708927
738117,737958,737900
711890,711821,711860
711890,711860,711838
717143,716247,716246
717143,714690,716247
732865,732846,732843
722977,722881,722816
738425,738347,738352
706817,706707,706665
706817,706706,706665
706817,706698,706707
706817,706698,706706
701259,701059,701091
701259,701059,701086
701259,701091,701093
701259,701086,701093
704701,704601,704468
704701,704468,704466
717192,716294,716293
717192,715021,716294
738819,738791,738802
716991,714757,716801
716991,716801,716942
701289,701083,701084
701289,701083,701085
701289,701082,701084
701289,701082,701085
701289,701081,701083
701289,701081,701082
724869,724823,724788
736961,736784,736818
701897,701812,701847
701897,701847,701848
706794,706707,706665
706794,706706,706665
706794,706698,706707
706794,706698,706706
717537,716431,716432
717537,715809,716431
738427,738347,738325
720351,719847,719910
708560,708504,708395
708560,708452,708504
726198,726016,726058
703414,703338,703309
703414,703287,703338
709926,709912,709883
709926,709818,709912
721317,720926,721166
728819,728777,728734
727144,727008,727094
730611,730575,730571
732226,732065,732022
739806,739719,739771
740266,740262,740104
717421,716588,716589
717421,715641,716588
733538,733507,733476
701576,701373,701476
701576,701476,701475
705717,705689,705702
705717,705702,705699
736938,736733,736737
719497,719474,719448
703900,703832,703833
703900,703822,703832
717217,716323,716358
717217,715027,716323
733855,733721,733745
720283,720040,720033
725270,725174,725087
735620,735560,735564
702989,702939,702941
702989,702652,702939
709067,708884,708907
709067,708907,708908
717245,714576,716036
717245,716036,716469
733059,732947,732915
709189,708952,708931
709189,708931,708950
739394,739351,739352
717007,716740,716744
717007,716737,716740
701133,701086,701117
701133,701077,701086
701133,701077,701112
701133,701112,701117
738834,738802,738732
736112,736070,736104
702335,702141,702142
702335,702211,702141
730477,730358,730356
730477,730358,730357
730477,730356,730474
730477,730357,730474
723764,723481,723482
707411,707320,707301
707411,707301,707300
712338,712203,712204
712338,712250,712203
718895,718864,718854
731115,730974,730943
721195,721103,721078
724511,724350,724348
723087,723042,723024
722723,722564,722681
726961,726736,726751
736941,736880,736718
721296,720957,720944
709126,708918,708917
709126,708935,708918
710151,710122,710118
710151,710118,710142
706852,706707,706665
706852,706706,706665
706852,706698,706707
706852,706698,706706
738299,738273,738212
717137,716239,716238
717137,714690,716239
700603,700583,700550
700603,700550,700547
701290,701086,701088
701290,701087,701088
701290,701073,701086
701290,701073,701087
717382,716076,716077
717382,715509,716076
703082,702886,702955
703082,702863,702886
712177,711893,712090
712177,711946,711893
711416,711383,711417
711416,711417,711314
723117,723042,723015
703553,703524,703509
703553,703509,703526
700322,700278,700287
700322,700253,700278
717292,714688,716633
717292,716633,716041
717292,716633,715987
708012,707934,707933
708012,707947,707933
708012,707938,707934
708012,707938,707947
725257,725186,725155
719530,719474,719377
738690,738633,738645
709219,708964,708965
709219,708881,708964
722408,721982,722333
703879,703743,703729
703879,703729,703796
701527,701460,701458
701527,701374,701460
719484,719474,719462
739821,739772,739794
718595,718368,718504
701175,701117,701116
701175,701073,701117
701878,701817,701826
701878,701826,701829
728565,728434,728455
701568,701477,701478
701568,701379,701477
703708,703650,703657
703708,703592,703650
717337,716050,716192
717337,715403,716050
707961,707949,707926
707961,707950,707926
707961,707917,707949
707961,707917,707950
725976,725848,725838
701123,701086,701049
701123,701074,701086
701123,701074,701114
701123,701114,701049
708027,707931,707932
708027,707944,707931
708027,707944,707933
708027,707933,707932
725547,725462,725360
710148,710142,710143
710148,710106,710142
717222,713448,716015
717222,715050,713448
703002,702943,702894
703002,702855,702943
703098,702933,702899
703098,702737,702933
726934,726649,726736
707477,707444,707447
707477,707447,707423
709046,708886,708931
709046,708931,708930
703043,702910,702954
703043,702799,702910
707980,707942,707949
707980,707942,707950
707980,707949,707926
707980,707950,707926
721187,721115,721083
726911,726723,726896
739658,739559,739576
701203,701072,701107
701203,701107,701106
701545,701375,701466
701545,701466,701463
706801,706707,706665
706801,706706,706665
706801,706698,706707
706801,706698,706706
717135,716236,716235
717135,714508,716236
701900,701812,701826
701900,701826,701828
739926,739873,739898
707181,707093,707094
707181,706945,707093
733308,733267,733261
739038,738978,738917
722414,722359,722298
735888,735850,735860
726239,726118,726173
731800,731790,731724
717235,716539,716058
717235,714672,716539
726372,726255,726336
730604,730537,730542
740900,740807,740807
737494,737416,737421
701515,701460,701458
701515,701451,701460
710217,710190,710187
710217,710187,710185
701148,701068,701086
701148,701068,701097
701148,701086,701101
701148,701097,701101
724705,724659,724643
717212,715024,716318
717212,716318,716804
725573,725395,725380
721289,720959,721145
723101,723042,723053
727361,727201,727202
727350,727323,727252
739538,739485,739444
723124,723042,723004
717413,715603,716582
717413,716582,716108
707472,707419,707418
707472,707431,707419
717560,716403,716409
717560,714495,716403
734188,734148,734092
703033,702899,702954
703033,702790,702899
717130,714963,716484
717130,716484,716231
721264,720990,721166
735190,735027,735027
702982,702910,702908
702982,702636,702910
726220,726123,726001
701043,701037,700948
701043,700948,700988
703547,703510,703491
703547,703491,703509
730809,730718,730749
730302,730097,730120
710567,710550,710551
710567,710552,710550
730800,730732,730718
721180,721136,721121
711689,711627,711625
711689,711625,711626
701592,701481,701483
701592,701379,701481
704403,704271,704366
704403,704366,704362
718528,718348,718350
700595,700560,700558
700595,700477,700560
711677,711579,711580
711677,711540,711579
703390,703263,703304
703390,703304,703303
709035,708931,708930
709035,708947,708931
733604,733542,733543
723962,723955,723852
738828,738803,738771
704096,703987,704022
704096,704022,704008
709322,709289,709288
709322,709281,709289
704832,704715,704824
704832,704824,704821
722965,722828,722814
703399,703341,703342
703399,703210,703341
708985,708902,708925
708985,708973,708902
725537,725456,725450
710853,710743,710708
710853,710708,710769
740787,740720,740721
721256,721015,720973
721292,720959,720945
720274,720057,719882
720504,720438,720487
700448,700375,700423
700448,700423,700408
717344,716050,716194
717344,715411,716050
739654,739558,739641
722958,722767,722796
739385,739323,739376
729922,729870,729868
722482,722065,722000
708259,708218,708209
708259,708125,708218
711868,711708,711758
711868,711758,711750
724714,724666,724659
718872,718787,718781
718582,718388,718386
717264,715233,716681
717264,716681,716046
738017,737628,737677
700329,700276,700281
700329,700266,700276
700329,700266,700274
700329,700274,700281
707469,707418,707417
707469,707428,707418
707735,707725,707712
707735,707641,707725
702326,702204,702133
702326,702133,702140
727382,727254,727255
702990,702653,702936
702990,702936,702939
701546,701465,701462
701546,701379,701465
717016,714779,716553
717016,716553,716927
701196,701059,701086
701196,701059,701105
701196,701086,701109
701196,701105,701109
717549,716343,716344
717549,715069,716343
712351,712232,712242
712351,712266,712232
718743,718668,718667
704044,703992,703993
704044,703979,703992
705413,705265,705317
705413,705317,705367
706773,706707,706665
706773,706706,706665
706773,706698,706707
706773,706698,706706
738010,737626,737714
709113,708902,708925
709113,708884,708902
707368,707310,707309
707368,707298,707310
722478,722069,722006
733050,733019,733015
720856,720639,720709
727359,727226,727226
739198,739157,739128
716958,716012,716009
716958,714707,716012
710093,710074,710069
710093,709962,710074
738023,737681,737686
703065,702732,702924
703065,702924,702888
728555,728427,728406
721272,720983,720962
738566,738552,738469
717525,715779,716515
717525,716515,716457
726000,725910,725954
736381,736270,736274
732514,732372,732289
740905,740855,740856
725250,725184,725216
728177,728095,728090
701154,701059,701086
701154,701059,701096
701154,701086,701100
701154,701096,701100
709095,708884,708898
709095,708898,708896
717400,716097,716098
717400,715577,716097
717400,715577,716096
717400,716096,716098
740904,740854,740850
721238,721042,721166
738173,737932,737705
725249,725185,725216
730256,730106,730101
722705,722681,722631
705031,704876,704970
705031,704970,704972
736929,736811,736789
740084,740029,740030
707404,707321,707312
