target_id,ensg
SMIM7P1,ENSG00000196085
ENSG00000288535,ENSG00000288535
MIR548AD,ENSG00000265301
RNU6-1117P,ENSG00000207255
ENSG00000229013,ENSG00000229013
MRPL50P1,ENSG00000234587
RPL21P36,ENSG00000233752
CRIM1-DT,ENSG00000260025
CRIM1,ENSG00000150938
ENSG00000273090,ENSG00000273090
FEZ2,ENSG00000171055
RACK1P2,ENSG00000270677
VIT,ENSG00000205221
STRN,ENSG00000115808
ENSG00000279519,ENSG00000279519
RNU6-577P,ENSG00000252756
HEATR5B,ENSG00000008869
GPATCH11,ENSG00000152133
EIF2AK2,ENSG00000055332
ARL14EPP1,ENSG00000224891
SULT6B1,ENSG00000138068
RPL31P16,ENSG00000233159
CEBPZOS,ENSG00000218739
CEBPZ,ENSG00000115816
ENSG00000272054,ENSG00000272054
NDUFAF7,ENSG00000003509
PRKD3,ENSG00000115825
PRKD3-DT,ENSG00000232028
RNU6-939P,ENSG00000207364
ENSG00000285925,ENSG00000285925
QPCT,ENSG00000115828
RNU6-1116P,ENSG00000253078
ENSG00000287316,ENSG00000287316
ENSG00000289545,ENSG00000289545
ENSG00000236213,ENSG00000236213
ENSG00000290100,ENSG00000290100
CDC42EP3,ENSG00000163171
ENSG00000236572,ENSG00000236572
ENSG00000225402,ENSG00000225402
LINC00211,ENSG00000237803
RMDN2,ENSG00000115841
RMDN2-AS1,ENSG00000235848
CYP1B1,ENSG00000138061
CYP1B1-AS1,ENSG00000232973
ENSG00000280276,ENSG00000280276
ENSG00000229160,ENSG00000229160
RNU6-951P,ENSG00000199603
ENSG00000273006,ENSG00000273006
ENSG00000227292,ENSG00000227292
RPL7P12,ENSG00000227770
GAPDHP25,ENSG00000213594
ATL2,ENSG00000119787
ENSG00000288994,ENSG00000288994
LINC02613,ENSG00000231367
ENSG00000287313,ENSG00000287313
LINC01883,ENSG00000235009
RPLP0P6,ENSG00000213553
ENSG00000271443,ENSG00000271443
HNRNPLL,ENSG00000143889
ENSG00000235586,ENSG00000235586
GALM,ENSG00000143891
ENSG00000232518,ENSG00000232518
SRSF7,ENSG00000115875
GEMIN6,ENSG00000152147
TTC39DP,ENSG00000227238
NPLP1,ENSG00000232114
DHX57,ENSG00000163214
ASS1P2,ENSG00000223922
ENSG00000225284,ENSG00000225284
MORN2,ENSG00000188010
RNU6-851P,ENSG00000207295
ARHGEF33,ENSG00000214694
RN7SL96P,ENSG00000265905
ENSG00000269210,ENSG00000269210
SOS1,ENSG00000115904
SOS1-IT1,ENSG00000229692
RNU6-198P,ENSG00000206985
HSPE1P13,ENSG00000225900
CDKL4,ENSG00000205111
MAP4K3,ENSG00000011566
ENSG00000252473,ENSG00000252473
ENSG00000273035,ENSG00000273035
MAP4K3-DT,ENSG00000231312
ENSG00000289003,ENSG00000289003
TMEM178A,ENSG00000152154
THUMPD2,ENSG00000138050
SLC8A1-AS1,ENSG00000227028
ENSG00000235653,ENSG00000235653
SLC8A1,ENSG00000183023
ENSG00000289013,ENSG00000289013
ENSG00000288992,ENSG00000288992
ENSG00000287255,ENSG00000287255
ENSG00000285898,ENSG00000285898
ENSG00000287468,ENSG00000287468
LINC01794,ENSG00000233128
HNRNPA1P57,ENSG00000237442
ENSG00000287145,ENSG00000287145
LDHAP3,ENSG00000236090
RPS12P4,ENSG00000236533
LINC01913,ENSG00000214691
RNU4-63P,ENSG00000223245
LINC01914,ENSG00000234362
LINC02898,ENSG00000205086
ENSG00000226398,ENSG00000226398
PKDCC,ENSG00000162878
EML4-AS1,ENSG00000224875
EML4,ENSG00000143924
COX7A2L,ENSG00000115944
ENSG00000221300,ENSG00000221300
KCNG3,ENSG00000171126
VDAC1P13,ENSG00000232526
RPS13P3,ENSG00000236913
MTA3,ENSG00000057935
ENSG00000215263,ENSG00000215263
ENSG00000226523,ENSG00000226523
RNU6-137P,ENSG00000200550
OXER1,ENSG00000162881
HAAO,ENSG00000162882
ENSG00000288886,ENSG00000288886
ENSG00000289082,ENSG00000289082
FTOP1,ENSG00000226491
CHORDC1P1,ENSG00000232202
ENSG00000224739,ENSG00000224739
LINC01819,ENSG00000231826
LINC02590,ENSG00000233978
RNU6-242P,ENSG00000207087
LINC02580,ENSG00000230587
ENSG00000286796,ENSG00000286796
ENSG00000287387,ENSG00000287387
ZFP36L2,ENSG00000152518
LINC01126,ENSG00000279873
ENSG00000234936,ENSG00000234936
THADA,ENSG00000115970
RNU6-958P,ENSG00000252804
RN7SL531P,ENSG00000264071
PLEKHH2,ENSG00000152527
C1GALT1C1L,ENSG00000223658
ENSG00000229695,ENSG00000229695
RN7SKP66,ENSG00000252490
DYNC2LI1,ENSG00000138036
ABCG5,ENSG00000138075
ABCG8,ENSG00000143921
LRPPRC,ENSG00000138095
RNU6-1048P,ENSG00000200924
RN7SL455P,ENSG00000264047
ENSG00000288707,ENSG00000288707
ENSG00000219391,ENSG00000219391
RNU6-566P,ENSG00000252599
PDSS1P2,ENSG00000224637
PPM1B-DT,ENSG00000273106
PPM1B,ENSG00000138032
ENSG00000285542,ENSG00000285542
ENSG00000289272,ENSG00000289272
RPL12P19,ENSG00000226972
SLC3A1,ENSG00000138079
PREPL,ENSG00000138078
CAMKMT,ENSG00000143919
LINC01833,ENSG00000259439
ENSG00000278957,ENSG00000278957
ENSG00000274520,ENSG00000274520
ENSG00000277311,ENSG00000277311
ENSG00000276229,ENSG00000276229
ENSG00000277809,ENSG00000277809
ENSG00000276048,ENSG00000276048
ENSG00000274547,ENSG00000274547
ENSG00000276670,ENSG00000276670
SIX3-AS1,ENSG00000236502
SIX3,ENSG00000138083
ENSG00000225156,ENSG00000225156
KRTCAP2P1,ENSG00000231848
SIX2,ENSG00000170577
ENSG00000231156,ENSG00000231156
LINC01121,ENSG00000205054
ENSG00000231054,ENSG00000231054
ENSG00000286728,ENSG00000286728
ENSG00000286519,ENSG00000286519
SRBD1,ENSG00000068784
RN7SL414P,ENSG00000239396
PRKCE,ENSG00000171132
PRKCE-AS1,ENSG00000228481
RPL26P15,ENSG00000233829
ENSG00000232696,ENSG00000232696
ENSG00000231336,ENSG00000231336
RPL36AP14,ENSG00000233335
EPAS1,ENSG00000116016
LINC01820,ENSG00000228100
LINC02583,ENSG00000187600
ENSG00000284608,ENSG00000284608
ENSG00000253515,ENSG00000253515
RN7SL817P,ENSG00000241791
TMEM247,ENSG00000284701
ATP6V1E2,ENSG00000250565
RHOQ,ENSG00000119729
RHOQ-AS1,ENSG00000250116
PIGF,ENSG00000151665
CRIPT,ENSG00000119878
ENSG00000279254,ENSG00000279254
LINC01118,ENSG00000222005
SOCS5,ENSG00000171150
LINC01119,ENSG00000239332
ENSG00000226548,ENSG00000226548
ENSG00000228925,ENSG00000228925
MCFD2,ENSG00000180398
TTC7A,ENSG00000068724
ENSG00000272814,ENSG00000272814
ENSG00000233845,ENSG00000233845
STPG4,ENSG00000239605
ENSG00000273269,ENSG00000273269
ENSG00000225187,ENSG00000225187
CALM2,ENSG00000143933
EPCAM-DT,ENSG00000234690
ENSG00000226087,ENSG00000226087
BCYRN1,ENSG00000236824
EPCAM,ENSG00000119888
RN7SKP119,ENSG00000222685
MIR559,ENSG00000207923
MSH2,ENSG00000095002
KCNK12,ENSG00000184261
MSH2-OT1,ENSG00000235760
ENSG00000230979,ENSG00000230979
MSH6,ENSG00000116062
NME2P2,ENSG00000224443
ENSG00000224058,ENSG00000224058
FBXO11,ENSG00000138081
RPL36AP15,ENSG00000235369
RPS27AP7,ENSG00000236549
ENSG00000233230,ENSG00000233230
ENSG00000230773,ENSG00000230773
PPIAP62,ENSG00000226473
VN1R18P,ENSG00000275423
RN7SKP224,ENSG00000201010
FOXN2,ENSG00000170802
RNU4-49P,ENSG00000251889
PPP1R21-DT,ENSG00000272663
PPP1R21,ENSG00000162869
RNU6-282P,ENSG00000202227
STON1,ENSG00000243244
STON1-GTF2A1L,ENSG00000068781
GTF2A1L,ENSG00000242441
ENSG00000279956,ENSG00000279956
TPT1P11,ENSG00000239995
LHCGR,ENSG00000138039
ELOBP3,ENSG00000232285
ENSG00000282890,ENSG00000282890
CTBP2P5,ENSG00000214602
FSHR,ENSG00000170820
MIR548BA,ENSG00000212036
ENSG00000282998,ENSG00000282998
RNU6-439P,ENSG00000206915
ENSG00000282828,ENSG00000282828
RPL7P13,ENSG00000234253
SNORA75,ENSG00000212580
NRXN1,ENSG00000179915
ENSG00000285548,ENSG00000285548
MTCO1P42,ENSG00000230327
ENSG00000283058,ENSG00000283058
MIR8485,ENSG00000216191
ENSG00000238165,ENSG00000238165
ENSG00000286412,ENSG00000286412
ENSG00000231918,ENSG00000231918
ENSG00000287867,ENSG00000287867
KNOP1P3,ENSG00000224344
CRYGGP,ENSG00000223710
ENSG00000230840,ENSG00000230840
CCDC12P1,ENSG00000226366
ENSG00000287344,ENSG00000287344
ZNF863P,ENSG00000236538
LINC01867,ENSG00000225444
GGCTP3,ENSG00000225842
ENSG00000236837,ENSG00000236837
CRTC1P1,ENSG00000204993
FTH1P6,ENSG00000233083
MIR4431,ENSG00000264975
ENSG00000228033,ENSG00000228033
ENSG00000232604,ENSG00000232604
ENSG00000232668,ENSG00000232668
ENSG00000251942,ENSG00000251942
ENSG00000223897,ENSG00000223897
ASB3,ENSG00000115239
RNU6-997P,ENSG00000207456
CHAC2,ENSG00000143942
ERLEC1,ENSG00000068912
MIR3682,ENSG00000265452
GPR75,ENSG00000119737
PSME4,ENSG00000068878
ACYP2,ENSG00000170634
RPL21P30,ENSG00000235937
HMGB1P31,ENSG00000233266
ENSG00000241114,ENSG00000241114
ENSG00000272156,ENSG00000272156
ENSG00000289065,ENSG00000289065
RNU7-172P,ENSG00000252934
TSPYL6,ENSG00000178021
C2orf73,ENSG00000177994
SPTBN1,ENSG00000115306
SPTBN1-AS1,ENSG00000228108
RPL23AP32,ENSG00000237887
ENSG00000234943,ENSG00000234943
ENSG00000289627,ENSG00000289627
SPTBN1-AS2,ENSG00000238018
EML6,ENSG00000214595
EML6-AS1,ENSG00000231334
ENSG00000285519,ENSG00000285519
RNU7-81P,ENSG00000252507
RTN4,ENSG00000115310
RNU6-433P,ENSG00000200086
ENSG00000290071,ENSG00000290071
CLHC1,ENSG00000162994
ENSG00000203327,ENSG00000203327
CDPF1P1,ENSG00000227799
RPS27A,ENSG00000143947
ENSG00000289606,ENSG00000289606
MTIF2,ENSG00000085760
PRORSD1P,ENSG00000162997
ENSG00000240401,ENSG00000240401
CCDC88A,ENSG00000115355
BTF3P5,ENSG00000233594
RNU6-775P,ENSG00000238619
RNU6-221P,ENSG00000238493
RNU6-634P,ENSG00000239189
CFAP36,ENSG00000163001
PPP4R3B,ENSG00000275052
ENSG00000212175,ENSG00000212175
PPP4R3B-DT,ENSG00000272606
PNPT1,ENSG00000138035
EFEMP1,ENSG00000115380
RN7SKP208,ENSG00000202344
ENSG00000272180,ENSG00000272180
MIR217HG,ENSG00000226702
MIR217,ENSG00000207548
MIR216A,ENSG00000207798
MIR216B,ENSG00000211520
LINC01813,ENSG00000229805
ENSG00000271894,ENSG00000271894
ENSG00000233251,ENSG00000233251
CCDC85A,ENSG00000055813
RNA5SP93,ENSG00000199395
PPIAP63,ENSG00000231570
EIF2S2P7,ENSG00000271115
ENSG00000285755,ENSG00000285755
ENSG00000270569,ENSG00000270569
ENSG00000212168,ENSG00000212168
ACTG1P22,ENSG00000271615
VRK2,ENSG00000028116
ENSG00000287875,ENSG00000287875
FANCL,ENSG00000115392
ENSG00000273063,ENSG00000273063
EIF3FP3,ENSG00000233426
LINC01795,ENSG00000225226
LINC01122,ENSG00000233723
ENSG00000289529,ENSG00000289529
ENSG00000231043,ENSG00000231043
ENSG00000285673,ENSG00000285673
LINC01793,ENSG00000222030
ENSG00000271955,ENSG00000271955
ENSG00000233891,ENSG00000233891
ENSG00000231815,ENSG00000231815
ENSG00000270447,ENSG00000270447
RNU6-508P,ENSG00000200101
RNA5SP94,ENSG00000252726
ENSG00000286604,ENSG00000286604
ENSG00000285611,ENSG00000285611
MIR4432HG,ENSG00000228590
ENSG00000287640,ENSG00000287640
RNU1-32P,ENSG00000200807
MIR4432,ENSG00000266078
BCL11A,ENSG00000119866
ENSG00000233953,ENSG00000233953
RN7SL361P,ENSG00000242158
IFITM3P9,ENSG00000271134
RPL26P13,ENSG00000213495
RNU6-612P,ENSG00000252718
ATP1B3P1,ENSG00000271707
PAPOLG,ENSG00000115421
REL-DT,ENSG00000228414
RN7SL632P,ENSG00000241524
RPL21P33,ENSG00000237024
REL,ENSG00000162924
RNU4-51P,ENSG00000201076
ENSG00000267520,ENSG00000267520
NONOP2,ENSG00000237522
RPS12P3,ENSG00000232713
PUS10,ENSG00000162927
RNA5SP95,ENSG00000222251
PEX13,ENSG00000162928
SANBR,ENSG00000162929
ENSG00000274769,ENSG00000274769
C2orf74-DT,ENSG00000212978
C2orf74,ENSG00000237651
ENSG00000271889,ENSG00000271889
AHSA2P,ENSG00000173209
USP34,ENSG00000115464
ENSG00000273302,ENSG00000273302
ENSG00000271146,ENSG00000271146
ENSG00000234624,ENSG00000234624
SNORA70B,ENSG00000206937
USP34-DT,ENSG00000270820
XPO1,ENSG00000082898
ENSG00000285857,ENSG00000285857
ENSG00000271243,ENSG00000271243
RPS29P10,ENSG00000226884
RNU6-1145P,ENSG00000206973
ENSG00000213486,ENSG00000213486
ENSG00000289410,ENSG00000289410
ENSG00000289855,ENSG00000289855
RPS24P7,ENSG00000227361
ENSG00000229831,ENSG00000229831
FAM161A,ENSG00000170264
ENSG00000289247,ENSG00000289247
RPL31P30,ENSG00000230702
ENSG00000277498,ENSG00000277498
CCT4,ENSG00000115484
ENSG00000236498,ENSG00000236498
ENSG00000286360,ENSG00000286360
COMMD1,ENSG00000173163
ENSG00000229839,ENSG00000229839
RPSAP26,ENSG00000242735
ENSG00000271657,ENSG00000271657
B3GNT2,ENSG00000170340
MIR5192,ENSG00000266097
RN7SL51P,ENSG00000239958
ENSG00000228541,ENSG00000228541
ENSG00000270335,ENSG00000270335
RN7SL18P,ENSG00000241625
TMEM17,ENSG00000186889
RPL37P13,ENSG00000233702
RPL21P37,ENSG00000229503
ENSG00000226622,ENSG00000226622
PSAT1P2,ENSG00000232144
RSL24D1P2,ENSG00000230595
EHBP1,ENSG00000115504
ENSG00000286524,ENSG00000286524
ENSG00000226605,ENSG00000226605
RPS20P9,ENSG00000237162
EHBP1-AS1,ENSG00000231609
OTX1,ENSG00000115507
ENSG00000270437,ENSG00000270437
ENSG00000286480,ENSG00000286480
RPL27P5,ENSG00000232403
DBIL5P2,ENSG00000242412
WDPCP,ENSG00000143951
MTFR2P1,ENSG00000233716
ENSG00000279485,ENSG00000279485
MDH1,ENSG00000014641
PRELID1P6,ENSG00000228305
RPS4XP5,ENSG00000229920
RPL27P6,ENSG00000234488
CSP1,ENSG00000228872
HNRNPA1P66,ENSG00000229221
ENSG00000289943,ENSG00000289943
UGP2,ENSG00000169764
ENSG00000251775,ENSG00000251775
VPS54,ENSG00000143952
ENSG00000228079,ENSG00000228079
PELI1,ENSG00000197329
ENSG00000225889,ENSG00000225889
LINC00309,ENSG00000230923
ENSG00000270354,ENSG00000270354
ENSG00000288932,ENSG00000288932
ENSG00000290118,ENSG00000290118
ENSG00000238012,ENSG00000238012
ENSG00000289176,ENSG00000289176
ENSG00000238201,ENSG00000238201
MIR4433B,ENSG00000264297
MIR4433A,ENSG00000283222
RPL23AP37,ENSG00000236148
LGALSL-DT,ENSG00000223935
ENSG00000237217,ENSG00000237217
LGALSL,ENSG00000119862
LINC01805,ENSG00000223863
AFTPH-DT,ENSG00000260101
AFTPH,ENSG00000119844
MIR4434,ENSG00000283204
RNU6-100P,ENSG00000252414
LINC02579,ENSG00000233694
SERTAD2,ENSG00000179833
ENSG00000226756,ENSG00000226756
RPS10P9,ENSG00000227791
ENSG00000288986,ENSG00000288986
RN7SL341P,ENSG00000275588
ENSG00000287123,ENSG00000287123
LINC01800,ENSG00000234572
LINC02245,ENSG00000237638
RN7SL211P,ENSG00000244534
RPL11P1,ENSG00000227394
SLC1A4,ENSG00000115902
RNU6-548P,ENSG00000252892
LINC02576,ENSG00000232613
CEP68,ENSG00000011523
RAB1A,ENSG00000138069
SNORA74,ENSG00000272025
ENSG00000273763,ENSG00000273763
VDAC2P5,ENSG00000172974
ACTR2,ENSG00000138071
SPRED2,ENSG00000198369
ENSG00000232693,ENSG00000232693
LINC02934,ENSG00000204929
ENSG00000234255,ENSG00000234255
DNAJB12P1,ENSG00000237979
RPS15AP15,ENSG00000223739
RN7SL635P,ENSG00000243029
VTRNA2-2P,ENSG00000251900
ENSG00000235725,ENSG00000235725
ENSG00000281920,ENSG00000281920
KRT18P33,ENSG00000214533
ENSG00000280257,ENSG00000280257
ENSG00000227293,ENSG00000227293
ENSG00000225815,ENSG00000225815
MIR4778,ENSG00000264525
LINC01873,ENSG00000232164
MEIS1-AS3,ENSG00000226819
MEIS1,ENSG00000143995
MEIS1-AS2,ENSG00000230749
LINC01798,ENSG00000232046
LINC01797,ENSG00000237179
DNMT3AP1,ENSG00000224071
ENSG00000230355,ENSG00000230355
LINC01799,ENSG00000230525
LINC01628,ENSG00000232688
ENSG00000223859,ENSG00000223859
LINC01828,ENSG00000235885
LINC01829,ENSG00000236780
ENSG00000236605,ENSG00000236605
ENSG00000289533,ENSG00000289533
ETAA1,ENSG00000143971
LINC02831,ENSG00000224173
ENSG00000235495,ENSG00000235495
ENSG00000286002,ENSG00000286002
LINC01812,ENSG00000237013
FBXL12P1,ENSG00000235968
C1D,ENSG00000197223
ENSG00000284932,ENSG00000284932
DNAAF10,ENSG00000243667
PPIAP64,ENSG00000236259
ENSG00000273398,ENSG00000273398
PNO1,ENSG00000115946
PPP3R1,ENSG00000221823
ENSG00000273275,ENSG00000273275
ENSG00000289156,ENSG00000289156
ENSG00000273064,ENSG00000273064
CNRIP1,ENSG00000119865
ENSG00000203395,ENSG00000203395
PLEK,ENSG00000115956
WDR4P2,ENSG00000229462
FBXO48,ENSG00000204923
APLF,ENSG00000169621
ENSG00000214525,ENSG00000214525
PROKR1,ENSG00000169618
ARHGAP25,ENSG00000163219
LINC01890,ENSG00000228329
LINC01888,ENSG00000237576
BMP10,ENSG00000163217
GKN3P,ENSG00000283586
GKN2,ENSG00000183607
GKN1,ENSG00000169605
ANTXR1,ENSG00000169604
ENSG00000286347,ENSG00000286347
MIR3126,ENSG00000266649
RNA5SP96,ENSG00000251850
RNU6-1216P,ENSG00000199460
ENSG00000271597,ENSG00000271597
GFPT1,ENSG00000198380
NFU1,ENSG00000169599
AAK1,ENSG00000115977
RN7SL604P,ENSG00000244236
SNORA36C,ENSG00000207016
RPL36AP16,ENSG00000232228
B3GALNT1P1,ENSG00000229948
ANXA4,ENSG00000196975
ENSG00000289250,ENSG00000289250
ENSG00000231024,ENSG00000231024
ENSG00000288869,ENSG00000288869
GMCL1,ENSG00000087338
ENSG00000275381,ENSG00000275381
RPL23AP92,ENSG00000270723
SNRNP27,ENSG00000124380
MXD1,ENSG00000059728
ASPRV1,ENSG00000244617
PCBP1-AS1,ENSG00000179818
RN7SL470P,ENSG00000263669
PCBP1,ENSG00000169564
ENSG00000233060,ENSG00000233060
MRPL36P1,ENSG00000225392
LINC01816,ENSG00000231327
C2orf42,ENSG00000115998
TIA1,ENSG00000116001
MIR1285-2,ENSG00000221238
RPL39P15,ENSG00000231414
PCYOX1,ENSG00000116005
SNRPG,ENSG00000143977
FAM136A,ENSG00000035141
ENSG00000233849,ENSG00000233849
BRD7P6,ENSG00000235289
ENSG00000229229,ENSG00000229229
TGFA,ENSG00000163235
TGFA-IT1,ENSG00000224606
ADD2,ENSG00000075340
ENSG00000286979,ENSG00000286979
ENSG00000235035,ENSG00000235035
FIGLA,ENSG00000183733
HMGN2P21,ENSG00000228034
CLEC4F,ENSG00000152672
MOB4P1,ENSG00000231386
CD207,ENSG00000116031
LINC01143,ENSG00000237751
ENSG00000277764,ENSG00000277764
VAX2,ENSG00000116035
ATP6V1B1,ENSG00000116039
ENSG00000258881,ENSG00000258881
ATP6V1B1-AS1,ENSG00000239322
ELOCP21,ENSG00000226186
RN7SL160P,ENSG00000241159
ANKRD53,ENSG00000144031
TEX261,ENSG00000144043
ENSG00000228384,ENSG00000228384
ENSG00000236469,ENSG00000236469
OR7E91P,ENSG00000205847
OR7E46P,ENSG00000234485
OR7E62P,ENSG00000234896
NAGK,ENSG00000124357
ENSG00000272735,ENSG00000272735
MCEE,ENSG00000124370
ENSG00000288065,ENSG00000288065
MPHOSPH10,ENSG00000124383
ENSG00000233870,ENSG00000233870
PAIP2B,ENSG00000124374
ZNF638,ENSG00000075292
ENSG00000281195,ENSG00000281195
RNU6-105P,ENSG00000200779
ENSG00000289463,ENSG00000289463
ENSG00000289327,ENSG00000289327
DYSF,ENSG00000135636
RPS20P10,ENSG00000233971
CYP26B1,ENSG00000003137
ENSG00000289615,ENSG00000289615
EXOC6B,ENSG00000144036
RPS15AP13,ENSG00000228568
RNU2-39P,ENSG00000222536
ENSG00000212378,ENSG00000212378
SPR,ENSG00000116096
EMX1,ENSG00000135638
ENSG00000278060,ENSG00000278060
SFXN5,ENSG00000144040
RAB11FIP5,ENSG00000135631
ENSG00000272702,ENSG00000272702
NOTO,ENSG00000214513
SMYD5,ENSG00000135632
PRADC1,ENSG00000135617
CCT7,ENSG00000135624
FBXO41,ENSG00000163013
EGR4,ENSG00000135625
RNU6-111P,ENSG00000252988
ENSG00000287435,ENSG00000287435
ENSG00000285068,ENSG00000285068
RPSAP28,ENSG00000214484
ALMS1,ENSG00000116127
ALMS1-IT1,ENSG00000230002
ENSG00000284902,ENSG00000284902
NAT8,ENSG00000144035
ALMS1P1,ENSG00000163016
NAT8B,ENSG00000204872
TPRKB,ENSG00000144034
ENSG00000273245,ENSG00000273245
ENSG00000280037,ENSG00000280037
DUSP11,ENSG00000144048
C2orf78,ENSG00000187833
ENSG00000287250,ENSG00000287250
STAMBP,ENSG00000124356
ENSG00000286244,ENSG00000286244
ENSG00000271536,ENSG00000271536
ACTG2,ENSG00000163017
DGUOK,ENSG00000114956
DGUOK-AS1,ENSG00000237883
RNA5SP97,ENSG00000201876
TET3,ENSG00000187605
ENSG00000235499,ENSG00000235499
ENSG00000279181,ENSG00000279181
FNBP1P1,ENSG00000257800
ENSG00000217702,ENSG00000217702
BOLA3,ENSG00000163170
BOLA3-DT,ENSG00000225439
MOB1A,ENSG00000114978
MTHFD2,ENSG00000065911
ENSG00000279201,ENSG00000279201
ENSG00000279070,ENSG00000279070
ENSG00000264324,ENSG00000264324
SLC4A5,ENSG00000188687
KRT18P26,ENSG00000229798
RNU6-542P,ENSG00000252214
NECAP1P2,ENSG00000234632
TAF13P2,ENSG00000225658
DCTN1,ENSG00000204843
DCTN1-AS1,ENSG00000237737
ENSG00000159239,ENSG00000159239
ENSG00000234521,ENSG00000234521
C2orf81,ENSG00000284308
ENSG00000286623,ENSG00000286623
HMGA1P8,ENSG00000233155
WDR54,ENSG00000005448
RTKN,ENSG00000114993
INO80B,ENSG00000115274
INO80B-WBP1,ENSG00000274049
WBP1,ENSG00000239779
MOGS,ENSG00000115275
ENSG00000286883,ENSG00000286883
MRPL53,ENSG00000204822
CCDC142,ENSG00000135637
TTC31,ENSG00000115282
LBX2,ENSG00000179528
ENSG00000272183,ENSG00000272183
LBX2-AS1,ENSG00000257702
PCGF1,ENSG00000115289
TLX2,ENSG00000115297
DQX1,ENSG00000144045
AUP1,ENSG00000115307
HTRA2,ENSG00000115317
LOXL3,ENSG00000115318
DOK1,ENSG00000115325
M1AP,ENSG00000159374
TOR1BP1,ENSG00000233872
TVP23BP2,ENSG00000108442
SEMA4F,ENSG00000135622
ENSG00000286739,ENSG00000286739
ENSG00000287687,ENSG00000287687
RPS28P5,ENSG00000224646
HK2-DT,ENSG00000272711
HK2,ENSG00000159399
LINC01291,ENSG00000204792
ENSG00000236209,ENSG00000236209
LINC01293,ENSG00000230836
POLE4,ENSG00000115350
TACR1,ENSG00000115353
MIR5000,ENSG00000263909
ENSG00000270571,ENSG00000270571
GAPDHP57,ENSG00000236167
EVA1A,ENSG00000115363
ENSG00000237293,ENSG00000237293
ENSG00000238410,ENSG00000238410
EVA1A-AS,ENSG00000231172
ENSG00000230477,ENSG00000230477
MRPL19,ENSG00000115364
SUPT4H1P1,ENSG00000226247
GCFC2,ENSG00000005436
ENSG00000270696,ENSG00000270696
ENSG00000271452,ENSG00000271452
ENSG00000270462,ENSG00000270462
ENSG00000286045,ENSG00000286045
ENSG00000270996,ENSG00000270996
ENSG00000287474,ENSG00000287474
SUCLA2P2,ENSG00000233107
ENSG00000287172,ENSG00000287172
ENSG00000287749,ENSG00000287749
PNPP1,ENSG00000228209
USP21P2,ENSG00000271356
RN7SKP203,ENSG00000200488
RN7SKP164,ENSG00000251947
ENSG00000287026,ENSG00000287026
ENSG00000287130,ENSG00000287130
ENSG00000286202,ENSG00000286202
LRRTM4,ENSG00000176204
RNA5SP98,ENSG00000200028
ENSG00000287025,ENSG00000287025
LRRTM4-AS1,ENSG00000234653
ENSG00000286932,ENSG00000286932
ENSG00000227088,ENSG00000227088
ENSG00000230968,ENSG00000230968
RPL38P2,ENSG00000237077
LINC01851,ENSG00000233605
ENSG00000229494,ENSG00000229494
CYCSP6,ENSG00000214429
ENSG00000270470,ENSG00000270470
ENSG00000234877,ENSG00000234877
ENSG00000286260,ENSG00000286260
RNU6-827P,ENSG00000202423
RNU6-812P,ENSG00000200048
REG3G,ENSG00000143954
REG1B,ENSG00000172023
REG1A,ENSG00000115386
REG1CP,ENSG00000204787
REG3A,ENSG00000172016
ENSG00000224879,ENSG00000224879
CTNNA2,ENSG00000066032
ENSG00000286227,ENSG00000286227
CTNNA2-AS1,ENSG00000229385
ENSG00000277171,ENSG00000277171
GNA13P1,ENSG00000230237
RNU6-561P,ENSG00000252031
MIR4264,ENSG00000266436
MIR8080,ENSG00000276917
ENSG00000224731,ENSG00000224731
RBM7P1,ENSG00000223427
LRRTM1,ENSG00000162951
ENSG00000237031,ENSG00000237031
ENSG00000230975,ENSG00000230975
ANKRD11P1,ENSG00000234429
CHMP4AP1,ENSG00000231722
LINC01815,ENSG00000235519
RNA5SP99,ENSG00000200890
ENSG00000233444,ENSG00000233444
RN7SL201P,ENSG00000242118
ENSG00000231781,ENSG00000231781
LYARP1,ENSG00000229560
RNU6-685P,ENSG00000252897
ENSG00000237498,ENSG00000237498
RBX1P1,ENSG00000226860
MTND4P25,ENSG00000226700
MTND5P27,ENSG00000225045
MTND6P7,ENSG00000224695
MTCYBP7,ENSG00000227789
ENSG00000286211,ENSG00000286211
DHFRP3,ENSG00000168129
ENSG00000223977,ENSG00000223977
LINC01809,ENSG00000232548
RPL37P10,ENSG00000224627
RNU6-1312P,ENSG00000199295
CRLF3P3,ENSG00000228225
ST6GALNAC2P1,ENSG00000228902
FUNDC2P2,ENSG00000182814
ENSG00000228272,ENSG00000228272
SUCLG1,ENSG00000163541
ENSG00000289076,ENSG00000289076
DNAH6,ENSG00000115423
DUXAP1,ENSG00000259056
LDHAP7,ENSG00000235847
TRABD2A,ENSG00000186854
ENSG00000276362,ENSG00000276362
RPL12P18,ENSG00000213400
TMSB10,ENSG00000034510
RPS2P17,ENSG00000213399
ENSG00000287625,ENSG00000287625
ENSG00000290085,ENSG00000290085
KCMF1,ENSG00000176407
LINC01964,ENSG00000260840
ENSG00000235463,ENSG00000235463
LSM3P3,ENSG00000225787
TCF7L1,ENSG00000152284
TCF7L1-IT1,ENSG00000231134
RNU6-674P,ENSG00000200701
SNRPEP11,ENSG00000230299
ENSG00000246575,ENSG00000246575
TGOLN2,ENSG00000152291
ENSG00000290110,ENSG00000290110
PEBP1P2,ENSG00000270532
